wkt_geom,OBJECTID,link_fld,api,operator,well,symbol,sdf_key,id,type,status,oper_num,well_num,well_name,field_code,dist_n_s,dir_n_s,dist_e_w,dir_e_w,qtrqtr,sec,twp,range,meridian,lat,long_,ground_ele,utm_x,utm_y,LocQual,field_name,name,api_seq_nu,api_county,HF_Range,Gradient_R,HF_Tier,Gradient_T
Point (504564 4128700.00000000186264515),73109,7109687,05-071-09687,PIONEER NATURAL RESOURCES USA INC,22-36 FISHER,LO_XX,07109687&TYPE=WELL,299672,WELL,XX,10084,22-36,FISHER,70830,1619,N,2133,W,SENW,36,31S,68W,6,37.30492,-104.9485,8467,504564,4128700,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9687,71,120-130,40-50,2,4
Point (506858 4106327.0000000037252903),73145,7107564,05-071-07564,XTO ENERGY INC,07-01V APACHE CANYON,LO_XX,07107564&TYPE=WELL,262547,WELL,PR,100264,07-01V,APACHE CANYON,70830,1016,N,733,E,NENE,7,34S,67W,6,37.103233,-104.92282,7606,506858,4106327,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,7564,71,130-140,50-60,2,3
Point (511813 4096105.00000000186264515),73146,7107588,05-071-07588,XTO ENERGY INC,10-09V HILL RANCH,LO_XX,07107588&TYPE=WELL,262940,WELL,PR,100264,10-09V,HILL RANCH,70830,2383,S,358,E,NESE,10,35S,67W,6,37.011035,-104.867218,8042,511813,4096105,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,7588,71,120-130,70-80,2,1
Point (510417 4112448.00000000186264515),73147,7107678,05-071-07678,XTO ENERGY INC,22-05 GOLDEN EAGLE,LO_XX,07107678&TYPE=WELL,264233,WELL,PR,100264,22-05,GOLDEN EAGLE,70830,2284,N,322,W,SWNW,22,33S,67W,6,37.158372,-104.88268,7596,510417,4112448,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,7678,71,150-160,60-70,1,2
Point (508293.00000000186264515 4105960),73148,7109680,05-071-09680,XTO ENERGY INC,08-08 APACHE CANYON,LO_XX,07109680&TYPE=WELL,299640,WELL,XX,100264,08-08,APACHE CANYON,70830,2217,N,1304,E,SENE,8,34S,67W,6,37.099912,-104.906673,7833,508293,4105960,PLANNED LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9680,71,130-140,60-70,2,2
Point (510427 4105323),73149,7109700,05-071-09700,XTO ENERGY INC,10-13 APACHE CANYON,LO_XX,07109700&TYPE=WELL,300126,WELL,XX,100264,10-13,APACHE CANYON,70830,973,S,418,W,SWSW,10,34S,67W,6,37.094151,-104.88267,7130,510427,4105323,PLANNED LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9700,71,140-150,60-70,2,2
Point (506885.00000000093132257 4106892.0000000037252903),73150,7108467,05-071-08467,XTO ENERGY INC,06-16 APACHE CANYON,LO_XX,07108467&TYPE=WELL,279152,WELL,PR,100264,06-16,APACHE CANYON,70830,816,S,647,E,SESE,6,34S,67W,6,37.108323,-104.92251,8046,506885,4106892,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,8467,71,130-140,50-60,2,3
Point (512166.99999999906867743 4109368.00000000186264515),73151,7108542,05-071-08542,XTO ENERGY INC,35-05 APACHE CANYON,LO_XX,07108542&TYPE=WELL,280077,WELL,PR,100264,35-05,APACHE CANYON,70830,1791,N,787,W,SWNW,35,33S,67W,6,37.130593,-104.863019,7109,512167,4109368,Planned Footage,PURGATOIRE RIVER,XTO ENERGY INC,8542,71,150-160,60-70,1,2
Point (529093 4127493),73215,7109706,05-071-09706,PIONEER NATURAL RESOURCES USA INC,41-4 MONGREL,LO_XX,07109706&TYPE=WELL,300208,WELL,XX,10084,41-4,MONGREL,70830,338,N,930,E,NENE,4,32S,65W,6,37.29359,-104.67176,7245,529093,4127493,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9706,71,130-140,70-80,2,1
Point (509802.00000000093132257 4117290.00000000186264515),73216,7109712,05-071-09712,PIONEER NATURAL RESOURCES USA INC,32-4TR LYNN,LO_XX,07109712&TYPE=WELL,300358,WELL,XX,10084,32-4TR,LYNN,70830,2102,N,1631,E,SWNE,4,33S,67W,6,37.20203,-104.88954,7530,509802,4117290,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9712,71,160-170,50-60,1,3
Point (523605 4125860),73356,7109726,05-071-09726,PIONEER NATURAL RESOURCES USA INC,21-12 TR FITTIPALDI,LO_XX,07109726&TYPE=WELL,300519,WELL,XX,10084,21-12 TR,FITTIPALDI,70830,300,N,2095,W,NENW,12,32S,66W,6,37.27903,-104.73373,7645,523605,4125860,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9726,71,150-160,60-70,1,2
Point (519949.00000000093132257 4127380.0000000037252903),73357,7109756,05-071-09756,PIONEER NATURAL RESOURCES USA INC,11-3 TR BALBOA,LO_XX,07109756&TYPE=WELL,301619,WELL,XX,10084,11-3 TR,BALBOA,70830,595,N,743,W,NWNW,3,32S,66W,6,37.29282,-104.77493,7505,519949,4127380,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9756,71,130-140,50-60,2,3
Point (523188 4121707.00000000186264515),73358,7108442,05-071-08442,PIONEER NATURAL RESOURCES USA INC,13-24 H GUNSLINGER,LO_XX,07108442&TYPE=WELL,278641,WELL,PR,10084,13-24 H,GUNSLINGER,70830,1966,S,633,W,NWSW,24,32S,66W,6,37.241601,-104.738566,7319,523188,4121707,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8442,71,180-190,50-60,1,3
Point (506975 4119985),73359,7108447,05-071-08447,PIONEER NATURAL RESOURCES USA INC,43-30 TR H LYNCH,LO_XX,07108447&TYPE=WELL,278884,WELL,PR,10084,43-30 TR H,LYNCH,70830,1431,S,301,E,NESE,30,32S,67W,6,37.22635,-104.92138,7724,506975,4119985,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8447,71,150-160,50-60,1,3
Point (521689 4122896.99999999813735485),73360,7108454,05-071-08454,PIONEER NATURAL RESOURCES USA INC,14-14 TR ROLLS,LO_XX,07108454&TYPE=WELL,278891,WELL,PR,10084,14-14 TR,ROLLS,70830,473,S,817,W,SWSW,14,32S,66W,6,37.252371,-104.755427,7510,521689,4122897,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8454,71,170-180,50-60,1,3
Point (510215 4113365.00000000186264515),73361,7108457,05-071-08457,PIONEER NATURAL RESOURCES USA INC,44-16R State,LO_XX,07108457&TYPE=WELL,278909,WELL,PR,10084,44-16R,State,70830,0,,0,,SESE,16,33S,67W,6,37.16664,-104.88494,7428,510215,4113365,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8457,71,160-170,60-70,1,2
Point (510635 4116390.00000000186264515),73362,7108463,05-071-08463,PIONEER NATURAL RESOURCES USA INC,14-3 TR AVANT,LO_XX,07108463&TYPE=WELL,279052,WELL,PR,10084,14-3 TR,AVANT,70830,170,S,1174,W,SWSW,3,33S,67W,6,37.193902,-104.88017,7535,510635,4116390,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8463,71,160-170,50-60,1,3
Point (507657.00000000093132257 4120670.0000000037252903),73363,7108477,05-071-08477,PIONEER NATURAL RESOURCES USA INC,22-29 FAITH,LO_XX,07108477&TYPE=WELL,279209,WELL,AL,10084,22-29,FAITH,70830,1564,N,1961,W,SENW,29,32S,67W,6,37.232511,-104.913681,7887,507657,4120670,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8477,71,150-160,50-60,1,3
Point (502756 4107403.00000000186264515),73364,7107552,05-071-07552,XTO ENERGY INC,02-11V APACHE CANYON,LO_XX,07107552&TYPE=WELL,262486,WELL,PR,100264,02-11V,APACHE CANYON,70830,2598,S,1440,W,NESW,2,34S,68W,6,37.112953,-104.968982,8625,502756,4107403,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,7552,71,130-140,50-60,2,3
Point (508093 4105590.00000000186264515),73427,7109675,05-071-09675,XTO ENERGY INC,08-10 APACHE CANYON,LO_XX,07109675&TYPE=WELL,299604,WELL,XX,100264,08-10,APACHE CANYON,70830,1848,S,1964,E,NWSE,8,34S,67W,6,37.096578,-104.908932,7501,508093,4105590,PLANNED LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9675,71,130-140,60-70,2,2
Point (509562.00000000093132257 4096234.00000000186264515),73483,7107446,05-071-07446,WILLIAMS PRODUCTION RMT COMPANY,09-07R HILL RANCH,LO_XX,07107446&TYPE=WELL,260478,WELL,AL,96850,09-07R,HILL RANCH,70830,2473,N,2467,E,SWNE,9,35S,67W,6,37.012225,-104.892519,8216,509562,4096234,Planned LatLong,PURGATOIRE RIVER,WILLIAMS PRODUCTION RMT COMPANY,7446,71,120-130,60-70,2,2
Point (509991.00000000186264515 4102072),73484,7107585,05-071-07585,WILLIAMS PRODUCTION RMT COMPANY,21-16R APACHE CANYON,LO_XX,07107585&TYPE=WELL,262937,WELL,AL,96850,21-16R,APACHE CANYON,70830,854,S,1031,E,SESE,21,34S,67W,6,37.064844,-104.887619,8114,509991,4102072,Planned LatLong,PURGATOIRE RIVER,WILLIAMS PRODUCTION RMT COMPANY,7585,71,130-140,50-60,2,3
Point (528257.00000000186264515 4110785),73595,7107483,05-071-07483,PIONEER NATURAL RESOURCES USA INC,12-28 LUZ,LO_XX,07107483&TYPE=WELL,260946,WELL,PR,10084,12-28,LUZ,70830,2470,N,1125,W,SWNW,28,33S,65W,6,37.143013,-104.681824,6640,528257,4110785,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7483,71,140-150,80-90,2,1
Point (518256.00000000186264515 4121242),73596,7107494,05-071-07494,PIONEER NATURAL RESOURCES USA INC,44-20 TR TROMMETER,LO_XX,07107494&TYPE=WELL,261046,WELL,PR,10084,44-20 TR,TROMMETER,70830,294,S,36,E,SESE,20,32S,66W,6,37.237521,-104.794178,7380,518256,4121242,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7494,71,170-180,40-50,1,4
Point (517895 4109527),73597,7107497,05-071-07497,PIONEER NATURAL RESOURCES USA INC,41-32 KLINGON,LO_XX,07107497&TYPE=WELL,261446,WELL,PR,10084,41-32,KLINGON,70830,1106,N,1277,E,NENE,32,33S,66W,6,37.131926,-104.798526,6843,517895,4109527,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7497,71,160-170,60-70,1,2
Point (517580 4110751.0000000037252903),73598,7107499,05-071-07499,PIONEER NATURAL RESOURCES USA INC,32-29 PUEBLO,LO_XX,07107499&TYPE=WELL,261448,WELL,PR,10084,32-29,PUEBLO,70830,2427,N,2327,E,SWNE,29,33S,66W,6,37.142973,-104.802047,7165,517580,4110751,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7499,71,160-170,70-80,1,1
Point (514165.00000000093132257 4110774.0000000037252903),73599,7107503,05-071-07503,PIONEER NATURAL RESOURCES USA INC,22-25 BRAD,LO_XX,07107503&TYPE=WELL,261497,WELL,PR,10084,22-25,BRAD,70830,2300,N,2100,W,SENW,25,33S,67W,6,37.143233,-104.840498,7125,514165,4110774,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7503,71,160-170,60-70,1,2
Point (514015 4112053),73600,7107513,05-071-07513,PIONEER NATURAL RESOURCES USA INC,23-24 FACE OFF,LO_XX,07107513&TYPE=WELL,261531,WELL,PR,10084,23-24,FACE OFF,70830,1892,S,1675,W,NESW,24,33S,67W,6,37.154763,-104.842168,7365,514015,4112053,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7513,71,160-170,60-70,1,2
Point (514944 4125908.00000000186264515),73601,7107542,05-071-07542,PIONEER NATURAL RESOURCES USA INC,41-12 ORTIZ,LO_XX,07107542&TYPE=WELL,262099,WELL,PR,10084,41-12,ORTIZ,70830,245,N,334,E,NENE,12,32S,67W,6,37.27964,-104.831429,7438,514944,4125908,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7542,71,140-150,50-60,2,3
Point (503446.99999999906867743 4119119.00000000186264515),73660,7109658,05-071-09658,PIONEER NATURAL RESOURCES USA INC,32-35 REEF,LO_XX,07109658&TYPE=WELL,298166,WELL,XX,10084,32-35,REEF,70830,1331,N,1520,E,SWNE,35,32S,68W,6,37.21856,-104.96115,8020,503447,4119119,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9658,71,140-150,50-60,2,3
Point (516424 4110588),73661,7107546,05-071-07546,PIONEER NATURAL RESOURCES USA INC,43-30 DROWSEY DUCK,LO_XX,07107546&TYPE=WELL,262233,WELL,PR,10084,43-30,DROWSEY DUCK,70830,2374,S,770,E,NESE,30,33S,66W,6,37.141523,-104.815067,7035,516424,4110588,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7546,71,160-170,60-70,1,2
Point (506609.00000000093132257 4105020.0000000037252903),73713,7107443,05-071-07443,STROUD OIL PROPERTIES INC,18-02V APACHE CANYON,LO_XX,07107443&TYPE=WELL,260464,WELL,AL,83530,18-02V,APACHE CANYON,2818,28,N,1558,E,NENW,18,34S,67W,6,37.091453,-104.92563,8173,506609,4105020,Planned LatLong,APACHE CANYON,STROUD OIL PROPERTIES INC,7443,71,130-140,70-80,2,1
Point (517520.00000000093132257 4116973),73766,7109671,05-071-09671,PIONEER NATURAL RESOURCES USA INC,33-5 PANTHER,LO_XX,07109671&TYPE=WELL,299153,WELL,XX,10084,33-5,PANTHER,70830,2299,N,2622,E,NWSE,5,33S,66W,6,37.19906,-104.80258,7267,517520,4116973,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9671,71,170-180,60-70,1,2
Point (524711.00000000093132257 4122170.00000000186264515),73772,7109674,05-071-09674,PIONEER NATURAL RESOURCES USA INC,12-19 ANSON,LO_XX,07109674&TYPE=WELL,299602,WELL,XX,10084,12-19,ANSON,70830,1889,N,387,W,SWNW,19,32S,65W,6,37.24574,-104.72137,7254,524711,4122170,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9674,71,180-190,60-70,1,2
Point (502597 4115762.00000000186264515),73773,7109677,05-071-09677,PIONEER NATURAL RESOURCES USA INC,12-11 MIDNIGHT,LO_XX,07109677&TYPE=WELL,299636,WELL,XX,10084,12-11,MIDNIGHT,70830,1380,N,809,W,SWNW,11,33S,68W,6,37.1883,-104.97074,7676,502597,4115762,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9677,71,140-150,50-60,2,3
Point (502453.00000000093132257 4117238.0000000037252903),73775,7109685,05-071-09685,PIONEER NATURAL RESOURCES USA INC,12-2 MAXIMUS,LO_XX,07109685&TYPE=WELL,299670,WELL,XX,10084,12-2,MAXIMUS,70830,1834,N,522,W,SWNW,2,33S,68W,6,37.20161,-104.97236,7920,502453,4117238,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9685,71,140-150,50-60,2,3
Point (518911.00000000093132257 4104405.00000000186264515),73919,7107574,05-071-07574,PIONEER NATURAL RESOURCES USA INC,6-16-34-66 LORENCITO,LO_XX,07107574&TYPE=WELL,262850,WELL,PR,10084,6-16-34-66,LORENCITO,70830,2063,N,1878,W,SENW,16,34S,66W,6,37.085744,-104.787226,7085,518911,4104405,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7574,71,140-150,60-70,2,2
Point (517277.00000000093132257 4105889.00000000186264515),73920,7107576,05-071-07576,PIONEER NATURAL RESOURCES USA INC,6-8-34-66 LORENCITO,LO_XX,07107576&TYPE=WELL,262852,WELL,PR,10084,6-8-34-66,LORENCITO,70830,2447,N,1908,W,SENW,8,34S,66W,6,37.099144,-104.805567,7081,517277,4105889,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7576,71,140-150,50-60,2,3
Point (520124 4101106),73922,7107598,05-071-07598,PIONEER NATURAL RESOURCES USA INC,5-27-34-66 KV LORENCITO,LO_XX,07107598&TYPE=WELL,263001,WELL,PR,10084,5-27-34-66 KV,LORENCITO,70830,2300,N,511,W,SWNW,27,34S,66W,6,37.055975,-104.773666,7697,520124,4101106,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7598,71,130-140,50-60,2,3
Point (520847.00000000093132257 4106763.00000000186264515),73923,7107600,05-071-07600,PIONEER NATURAL RESOURCES USA INC,34-3 PRAYING MANTIS,LO_XX,07107600&TYPE=WELL,263018,WELL,PR,10084,34-3,PRAYING MANTIS,70830,501,S,2332,E,SWSE,3,34S,66W,6,37.106953,-104.765372,7220,520847,4106763,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7600,71,140-150,60-70,2,2
Point (528320 4100808.00000000186264515),73943,7107605,05-071-07605,PIONEER NATURAL RESOURCES USA INC,13-28 NATIONAL,LO_XX,07107605&TYPE=WELL,263052,WELL,PR,10084,13-28,NATIONAL,70830,1782,S,1158,W,NWSW,28,34S,65W,6,37.053075,-104.681493,6920,528320,4100808,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7605,71,120-130,100-110,2,1
Point (509398.00000000093132257 4109783),73992,7109508,05-071-09508,XTO ENERGY INC,33-03 GOLDEN EAGLE,LO_XX,07109508&TYPE=WELL,294731,WELL,PR,100264,33-03,GOLDEN EAGLE,70830,659,N,2035,W,NENW,33,33S,67W,6,37.134365,-104.89419,7416,509398,4109783,PLANNED LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9508,71,140-150,60-70,2,2
Point (504628 4110089),73993,7109537,05-071-09537,XTO ENERGY INC,25-14 NEW ELK,LO_XX,07109537&TYPE=WELL,295031,WELL,PR,100264,25-14,NEW ELK,70830,803,S,2322,W,SESW,25,33S,68W,6,37.137154,-104.947887,7468,504628,4110089,PLANNED LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9537,71,140-150,60-70,2,2
Point (509365.00000000093132257 4109304),73994,7109538,05-071-09538,XTO ENERGY INC,33-06 GOLDEN EAGLE,LO_XX,07109538&TYPE=WELL,295032,WELL,PR,100264,33-06,GOLDEN EAGLE,70830,2235,N,2018,W,SENW,33,33S,67W,6,37.130045,-104.894572,7522,509365,4109304,PLANNED LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9538,71,140-150,60-70,2,2
Point (504962.00000000093132257 4098340),73995,7109560,05-071-09560,XTO ENERGY INC,01-02 HILL RANCH,LO_XX,07109560&TYPE=WELL,295517,WELL,XX,100264,01-02,HILL RANCH,70830,820,N,1919,E,NWNE,1,35S,68W,6,37.031244,-104.944204,8627,504962,4098340,PLANNED LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9560,71,120-130,50-60,2,3
Point (505349 4097818),73996,7109559,05-071-09559,XTO ENERGY INC,01-08 HILL RANCH,LO_XX,07109559&TYPE=WELL,295518,WELL,XX,100264,01-08,HILL RANCH,70830,2546,N,654,E,SENE,1,35S,68W,6,37.026534,-104.939867,8518,505349,4097818,PLANNED LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9559,71,120-130,50-60,2,3
Point (505773 4098499.00000000186264515),73997,7109566,05-071-09566,XTO ENERGY INC,06-04 HILL RANCH,LO_XX,07109566&TYPE=WELL,295531,WELL,XX,100264,06-04,HILL RANCH,70830,327,N,900,W,NWNW,6,35S,67W,6,37.032674,-104.935089,8517,505773,4098499,PLANNED LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9566,71,120-130,60-70,2,2
Point (509414.00000000093132257 4107220.00000000186264515),73998,7109581,05-071-09581,XTO ENERGY INC,04-11 APACHE CANYON,LO_XX,07109581&TYPE=WELL,295732,WELL,PR,100264,04-11,APACHE CANYON,70830,1920,S,2382,W,NESW,4,34S,67W,6,37.111259,-104.894043,7293,509414,4107220,PLANNED LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9581,71,140-150,60-70,2,2
Point (520330.00000000093132257 4121858.00000000186264515),74046,7108480,05-071-08480,PIONEER NATURAL RESOURCES USA INC,23-22 BROOKS,LO_XX,07108480&TYPE=WELL,279259,WELL,AL,10084,23-22,BROOKS,70830,2387,S,1492,W,NESW,22,32S,66W,6,37.243031,-104.770777,7558,520330,4121858,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8480,71,180-190,50-60,1,3
Point (498820 4129338),74047,7108488,05-071-08488,PIONEER NATURAL RESOURCES USA INC,44-29 MISSION IMPOSSIBLE,LO_XX,07108488&TYPE=WELL,279341,WELL,XX,10084,44-29,MISSION IMPOSSIBLE,70830,0,,0,,SESE,29,31S,68W,6,37.31068,-105.01332,10224,498820,4129338,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8488,71,110-120,40-50,3,4
Point (505252 4122111.00000000186264515),74048,7108490,05-071-08490,PIONEER NATURAL RESOURCES USA INC,42-24 GOLDFINGER,LO_XX,07108490&TYPE=WELL,279366,WELL,PR,10084,42-24,GOLDFINGER,70830,2120,N,868,E,SENE,24,32S,68W,6,37.24552,-104.940782,7990,505252,4122111,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8490,71,140-150,40-50,2,4
Point (529132.00000000093132257 4099672.00000000186264515),74087,7107607,05-071-07607,PIONEER NATURAL RESOURCES USA INC,32-33 TUNDRA,LO_XX,07107607&TYPE=WELL,263054,WELL,PR,10084,32-33,TUNDRA,70830,2016,N,1446,E,SWNE,33,34S,65W,6,37.042815,-104.672403,6758,529132,4099672,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7607,71,120-130,90-100,2,1
Point (511877 4111386),74088,7107610,05-071-07610,PIONEER NATURAL RESOURCES USA INC,41-27 BOUNCER,LO_XX,07107610&TYPE=WELL,263137,WELL,PR,10084,41-27,BOUNCER,70830,386,N,208,E,NENE,27,33S,67W,6,37.148782,-104.866249,7158,511877,4111386,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7610,71,160-170,60-70,1,2
Point (519333.00000000093132257 4102313.00000000186264515),74089,7107613,05-071-07613,PIONEER NATURAL RESOURCES USA INC,10-21-34-66 LORENCITO,LO_XX,07107613&TYPE=WELL,263154,WELL,PR,10084,10-21-34-66,LORENCITO,70830,1649,S,2084,E,NWSE,21,34S,66W,6,37.066874,-104.782526,7323,519333,4102313,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7613,71,130-140,50-60,2,3
Point (531524 4119052),74090,7107625,05-071-07625,PIONEER NATURAL RESOURCES USA INC,22-35 FRANVILO,LO_XX,07107625&TYPE=WELL,263271,WELL,PR,10084,22-35,FRANVILO,70830,1757,N,1711,W,SENW,35,32S,65W,6,37.217432,-104.644693,7145,531524,4119052,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7625,71,150-160,70-80,1,1
Point (513236.00000000186264515 4116512.0000000037252903),74091,7107626,05-071-07626,PIONEER NATURAL RESOURCES USA INC,44-2 NUGGETT,LO_XX,07107626&TYPE=WELL,263369,WELL,PR,10084,44-2,NUGGETT,70830,659,S,817,E,SESE,2,33S,67W,6,37.194972,-104.850859,7540,513236,4116512,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7626,71,160-170,50-60,1,3
Point (513870 4115527),74092,7107634,05-071-07634,PIONEER NATURAL RESOURCES USA INC,12-12 GRAND PRIX,LO_XX,07107634&TYPE=WELL,263420,WELL,PR,10084,12-12,GRAND PRIX,70830,2567,N,1260,W,SWNW,12,33S,67W,6,37.186082,-104.843739,7582,513870,4115527,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7634,71,170-180,50-60,1,3
Point (514839 4116184),74093,7107636,05-071-07636,PIONEER NATURAL RESOURCES USA INC,41-12 ALPHA ROMEO,LO_XX,07107636&TYPE=WELL,263635,WELL,PR,10084,41-12,ALPHA ROMEO,70830,415,N,852,E,NENE,12,33S,67W,6,37.191992,-104.832808,7318,514839,4116184,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7636,71,170-180,50-60,1,3
Point (527655 4102958),74095,7107644,05-071-07644,PIONEER NATURAL RESOURCES USA INC,42-20 KILDARE,LO_XX,07107644&TYPE=WELL,263971,WELL,PR,10084,42-20,KILDARE,70830,1696,N,988,E,SENE,20,34S,65W,6,37.072475,-104.688893,7344,527655,4102958,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7644,71,130-140,80-90,2,1
Point (513937.00000000093132257 4104783.00000000186264515),74096,7107646,05-071-07646,PIONEER NATURAL RESOURCES USA INC,3-13-34-67 LORENCITO,LO_XX,07107646&TYPE=WELL,263973,WELL,PR,10084,3-13-34-67,LORENCITO,70830,913,N,1410,W,NENW,13,34S,67W,6,37.089234,-104.843178,7683,513937,4104783,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7646,71,140-150,60-70,2,2
Point (528101.00000000186264515 4099075.00000000186264515),74097,7107651,05-071-07651,PIONEER NATURAL RESOURCES USA INC,13-33 ALF,LO_XX,07107651&TYPE=WELL,263986,WELL,PR,10084,13-33,ALF,70830,1392,S,429,W,NWSW,33,34S,65W,6,37.037465,-104.684023,6893,528101,4099075,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7651,71,120-130,90-100,2,1
Point (511268.00000000093132257 4117604),74098,7107653,05-071-07653,PIONEER NATURAL RESOURCES USA INC,31-3 COMET,LO_XX,07107653&TYPE=WELL,263988,WELL,PR,10084,31-3,COMET,70830,1070,N,2081,E,NWNE,3,33S,67W,6,37.204841,-104.87302,7552,511268,4117604,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7653,71,160-170,50-60,1,3
Point (508057 4123201.00000000186264515),74099,7107673,05-071-07673,PIONEER NATURAL RESOURCES USA INC,33-17 LIGHTFOOT,LO_XX,07107673&TYPE=WELL,264188,WELL,PR,10084,33-17,LIGHTFOOT,70830,1528,S,2079,E,NWSE,17,32S,67W,6,37.25533,-104.909141,7805,508057,4123201,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7673,71,140-150,40-50,2,4
Point (512132.00000000093132257 4110076),74159,7107676,05-071-07676,PIONEER NATURAL RESOURCES USA INC,14-26 LARRY,LO_XX,07107676&TYPE=WELL,264207,WELL,PR,10084,14-26,LARRY,70830,530,S,670,W,SWSW,26,33S,67W,6,37.136973,-104.863399,7040,512132,4110076,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7676,71,150-160,60-70,1,2
Point (508937 4126770),74161,7107689,05-071-07689,PIONEER NATURAL RESOURCES USA INC,12-4 WATSON,LO_XX,07107689&TYPE=WELL,264373,WELL,PR,10084,12-4,WATSON,70830,2637,N,578,W,SWNW,4,32S,67W,6,37.28749,-104.899181,8288,508937,4126770,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7689,71,130-140,40-50,2,4
