wkt_geom,OBJECTID,link_fld,api,operator,well,symbol,sdf_key,id,type,status,oper_num,well_num,well_name,field_code,dist_n_s,dir_n_s,dist_e_w,dir_e_w,qtrqtr,sec,twp,range,meridian,lat,long_,ground_ele,utm_x,utm_y,LocQual,field_name,name,api_seq_nu,api_county,HF_Range,Gradient_R,HF_Tier,Gradient_T
Point (515465 4116410.0000000037252903),56994,7108629,05-071-08629,PIONEER NATURAL RESOURCES USA INC,14-6 TR KEIKO,LO_XX,07108629&TYPE=WELL,281717,WELL,PR,10084,14-6 TR,KEIKO,70830,0,,0,,SWSW,6,33S,66W,6,37.19402,-104.82575,7231,515465,4116410,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8629,71,170-180,50-60,1,3
Point (516734 4115913.00000000186264515),56996,7108642,05-071-08642,PIONEER NATURAL RESOURCES USA INC,11-8 ALABASTER,LO_XX,07108642&TYPE=WELL,281856,WELL,PR,10084,11-8,ALABASTER,70830,0,,0,,NWNW,8,33S,66W,6,37.18952,-104.81146,7249,516734,4115913,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8642,71,170-180,60-70,1,2
Point (530319.00000000093132257 4103675),56997,7108662,05-071-08662,PIONEER NATURAL RESOURCES USA INC,24-15 MAKAYLA,LO_XX,07108662&TYPE=WELL,282289,WELL,DA,10084,24-15,MAKAYLA,70830,536,S,2473,W,SESW,15,34S,65W,6,37.078861,-104.658891,6940,530319,4103675,PLANNED Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8662,71,120-130,80-90,2,1
Point (528829 4111190.00000000186264515),56998,7108666,05-071-08666,PIONEER NATURAL RESOURCES USA INC,31-28 BIENVILLE,LO_XX,07108666&TYPE=WELL,282387,WELL,PR,10084,31-28,BIENVILLE,70830,0,,0,,NWNE,28,33S,65W,6,37.14665,-104.67537,6663,528829,4111190,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8666,71,140-150,90-100,2,1
Point (506008.00000000093132257 4119944.0000000037252903),56999,7108668,05-071-08668,PIONEER NATURAL RESOURCES USA INC,23-30 SLATE,LO_XX,07108668&TYPE=WELL,282389,WELL,PR,10084,23-30,SLATE,70830,0,,0,,NESW,30,32S,67W,6,37.22598,-104.93227,8110,506008,4119944,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8668,71,140-150,50-60,2,3
Point (511905.00000000093132257 4105418),57000,7108692,05-071-08692,PIONEER NATURAL RESOURCES USA INC,13-11-34-67 LORENCITO,LO_XX,07108692&TYPE=WELL,282906,WELL,PR,10084,13-11-34-67,LORENCITO,70830,0,,0,,SWSW,11,34S,67W,6,37.09499,-104.86603,7630,511905,4105418,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8692,71,140-150,60-70,2,2
Point (525629.00000000093132257 4106929),57001,7108695,05-071-08695,PIONEER NATURAL RESOURCES USA INC,34-6 RAY,LO_XX,07108695&TYPE=WELL,282940,WELL,PR,10084,34-6,RAY,70830,0,,0,,SWSE,6,34S,65W,6,37.108335,-104.711547,6929,525629,4106929,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8695,71,140-150,70-80,2,1
Point (526403.00000000186264515 4112651),57002,7108700,05-071-08700,PIONEER NATURAL RESOURCES USA INC,12-20 MAHALO,LO_XX,07108700&TYPE=WELL,282942,WELL,PR,10084,12-20,MAHALO,70830,0,,0,,SWNW,20,33S,65W,6,37.15989,-104.70263,6806,526403,4112651,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8700,71,160-170,80-90,1,1
Point (514384 4116533),57003,7108710,05-071-08710,PIONEER NATURAL RESOURCES USA INC,34-1 TR BAA BAA,LO_XX,07108710&TYPE=WELL,283259,WELL,PR,10084,34-1 TR,BAA BAA,70830,0,,0,,SWSE,1,33S,67W,6,37.19514,-104.83792,7384,514384,4116533,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8710,71,170-180,50-60,1,3
Point (530134.00000000186264515 4114213.0000000037252903),57004,7108718,05-071-08718,PIONEER NATURAL RESOURCES USA INC,22-15 RED RAIDER,LO_XX,07108718&TYPE=WELL,283459,WELL,PR,10084,22-15,RED RAIDER,70830,0,,0,,SENW,15,33S,65W,6,37.17386,-104.66055,6759,530134,4114213,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8718,71,150-160,80-90,1,1
Point (531185.00000000186264515 4098019),57005,7108728,05-071-08728,PIONEER NATURAL RESOURCES USA INC,42-3 CHINCHAGA,LO_XX,07108728&TYPE=WELL,283657,WELL,PR,10084,42-3,CHINCHAGA,70830,0,,0,,SENE,3,35S,65W,6,37.02785,-104.64938,7331,531185,4098019,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8728,71,120-130,80-90,2,1
Point (503945 4094309.99999999813735485),57006,7108570,05-071-08570,RED RIVER RANCH HOLDINGS LLC,14-4 R68W RRR,LO_XX,07108570&TYPE=WELL,280617,WELL,PR,10044,14-4 R68W,RRR,70830,1657,S,8,E,NESE,14,35S,68W,6,36.994925,-104.955661,8855,503945,4094310,Planned LatLong,PURGATOIRE RIVER,RED RIVER RANCH HOLDINGS LLC,8570,71,120-130,50-60,2,3
Point (503501.00000000186264515 4095399.00000000186264515),57007,7108572,05-071-08572,RED RIVER RANCH HOLDINGS LLC,11-4 R68W RRR,LO_XX,07108572&TYPE=WELL,280619,WELL,PR,10044,11-4 R68W,RRR,70830,0,,0,,SWSE,11,35S,68W,6,37.00474,-104.96065,8857,503501,4095399,ACTUAL LatLong,PURGATOIRE RIVER,RED RIVER RANCH HOLDINGS LLC,8572,71,120-130,50-60,2,3
Point (508112.00000000093132257 4109011),57009,7108651,05-071-08651,XTO ENERGY INC,32-10 GOLDEN EAGLE,LO_XX,07108651&TYPE=WELL,282123,WELL,PR,100264,32-10,GOLDEN EAGLE,70830,0,,0,,NWSE,32,33S,67W,6,37.127418,-104.908674,7810,508112,4109011,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,8651,71,140-150,60-70,2,2
Point (506521.00000000186264515 4111909.00000000186264515),57010,7108717,05-071-08717,XTO ENERGY INC,19-15 GOLDEN EAGLE,LO_XX,07108717&TYPE=WELL,283342,WELL,PR,100264,19-15,GOLDEN EAGLE,70830,0,,0,,SWSE,19,33S,67W,6,37.153552,-104.926563,7163,506521,4111909,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,8717,71,140-150,70-80,2,1
Point (509772.00000000093132257 4111154.00000000186264515),57011,7108732,05-071-08732,XTO ENERGY INC,28-7X GOLDEN EAGLE,LO_XX,07108732&TYPE=WELL,283708,WELL,PR,100264,28-7X,GOLDEN EAGLE,70830,0,,0,,SWNE,28,33S,67W,6,37.146718,-104.889959,7399,509772,4111154,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,8732,71,150-160,60-70,1,2
Point (507954.00000000093132257 4113053.00000000186264515),57012,7108734,05-071-08734,XTO ENERGY INC,20-3 GOLDEN EAGLE,LO_XX,07108734&TYPE=WELL,283710,WELL,PR,100264,20-3,GOLDEN EAGLE,70830,0,,0,,NENW,20,33S,67W,6,37.16385,-104.91041,7757,507954,4113053,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,8734,71,150-160,70-80,1,1
Point (504404.00000000093132257 4108227),57013,7108760,05-071-08760,XTO ENERGY INC,1-3 APACHE CANYON,LO_XX,07108760&TYPE=WELL,284278,WELL,PR,100264,1-3,APACHE CANYON,70830,0,,0,,NENW,1,34S,68W,6,37.120377,-104.950426,8440,504404,4108227,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,8760,71,130-140,50-60,2,3
Point (526572.00000000186264515 4121451.00000000186264515),57039,7108646,05-071-08646,PIONEER NATURAL RESOURCES USA INC,14-20 TR TIN BARN,LO_XX,07108646&TYPE=WELL,282117,WELL,PR,10084,14-20 TR,TIN BARN,70830,0,,0,,SWSW,20,32S,65W,6,37.23921,-104.70042,7225,526572,4121451,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8646,71,180-190,70-80,1,1
Point (514495.00000000093132257 4125910),57042,7108671,05-071-08671,PIONEER NATURAL RESOURCES USA INC,31-12 TR DIXIECUP,LO_XX,07108671&TYPE=WELL,282392,WELL,PR,10084,31-12 TR,DIXIECUP,70830,0,,0,,NWNE,12,32S,67W,6,37.27967,-104.83649,7537,514495,4125910,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8671,71,140-150,50-60,2,3
Point (527955 4112947.00000000186264515),57231,7109073,05-071-09073,PIONEER NATURAL RESOURCES USA INC,11-21 TIERA,LO_XX,07109073&TYPE=WELL,287977,WELL,PR,10084,11-21,TIERA,70830,0,,0,,NWNW,21,33S,65W,6,37.16251,-104.68514,6628,527955,4112947,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9073,71,150-160,80-90,1,1
Point (528699 4111665),57232,7109072,05-071-09072,PIONEER NATURAL RESOURCES USA INC,24-21 AVROM,LO_XX,07109072&TYPE=WELL,287978,WELL,PR,10084,24-21,AVROM,70830,0,,0,,SESW,21,33S,65W,6,37.15093,-104.67681,6619,528699,4111665,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9072,71,150-160,90-100,1,1
Point (525452.00000000093132257 4124082.00000000186264515),57233,7109086,05-071-09086,PIONEER NATURAL RESOURCES USA INC,31-18 MISSISSIPPI GIRL,LO_XX,07109086&TYPE=WELL,288077,WELL,PR,10084,31-18,MISSISSIPPI GIRL,70830,0,,0,,NWNE,18,32S,65W,6,37.26295,-104.71295,7455,525452,4124082,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9086,71,160-170,60-70,1,2
Point (526508.00000000186264515 4119401.00000000186264515),57234,7109085,05-071-09085,PIONEER NATURAL RESOURCES USA INC,11-32 MOLLY,LO_XX,07109085&TYPE=WELL,288078,WELL,PR,10084,11-32,MOLLY,70830,0,,0,,NWNW,32,32S,65W,6,37.22073,-104.70121,6964,526508,4119401,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9085,71,190-200,60-70,1,2
Point (530450 4115235),57235,7109082,05-071-09082,PIONEER NATURAL RESOURCES USA INC,33-10 VINTAGE,LO_XX,07109082&TYPE=WELL,288081,WELL,PR,10084,33-10,VINTAGE,70830,0,,0,,NWSE,10,33S,65W,6,37.18306,-104.65695,6642,530450,4115235,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9082,71,150-160,80-90,1,1
Point (518550.00000000186264515 4125034.00000000186264515),57236,7109093,05-071-09093,PIONEER NATURAL RESOURCES USA INC,13-9 TR WAGNER,LO_XX,07109093&TYPE=WELL,288231,WELL,PR,10084,13-9 TR,WAGNER,70830,0,,0,,NWSW,9,32S,66W,6,37.2717,-104.79077,7629,518550,4125034,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9093,71,150-160,50-60,1,3
Point (520724.00000000093132257 4133252.00000000186264515),57237,7109097,05-071-09097,PIONEER NATURAL RESOURCES USA INC,32-15 HOT CAKES,LO_XX,07109097&TYPE=WELL,288263,WELL,XX,10084,32-15,HOT CAKES,70830,2444,N,1996,E,SWNE,15,31S,66W,6,37.34573,-104.76602,7116,520724,4133252,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9097,71,110-120,60-70,3,2
Point (530054 4114753),57238,7109096,05-071-09096,PIONEER NATURAL RESOURCES USA INC,21-15 LOS CHIFLONES,LO_XX,07109096&TYPE=WELL,288264,WELL,PR,10084,21-15,LOS CHIFLONES,70830,0,,0,,NENW,15,33S,65W,6,37.17873,-104.66143,6901,530054,4114753,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9096,71,150-160,80-90,1,1
Point (531368 4114817.00000000186264515),57240,7109125,05-071-09125,PIONEER NATURAL RESOURCES USA INC,14-11 NORSK,LO_XX,07109125&TYPE=WELL,288599,WELL,PR,10084,14-11,NORSK,70830,0,,0,,SWSW,11,33S,65W,6,37.17926,-104.64663,6574,531368,4114817,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9125,71,150-160,80-90,1,1
Point (518685 4117640),57241,7109144,05-071-09144,PIONEER NATURAL RESOURCES USA INC,11-4 TR CROCKET,LO_XX,07109144&TYPE=WELL,288632,WELL,PR,10084,11-4 TR,CROCKET,70830,0,,0,,NWNW,4,33S,66W,6,37.20505,-104.78943,7591,518685,4117640,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9144,71,180-190,50-60,1,3
Point (524308 4122810.00000000186264515),57242,7109147,05-071-09147,PIONEER NATURAL RESOURCES USA INC,44-13 TR DALLAS,LO_XX,07109147&TYPE=WELL,288649,WELL,PR,10084,44-13 TR,DALLAS,70830,0,,0,,SESE,13,32S,66W,6,37.25152,-104.7259,7431,524308,4122810,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9147,71,170-180,60-70,1,2
Point (522502.00000000093132257 4125754.0000000037252903),57258,7107420,05-071-07420,PIONEER NATURAL RESOURCES USA INC,31-11 VISION,LO_XX,07107420&TYPE=WELL,260290,WELL,PR,10084,31-11,VISION,70830,650,N,1513,E,NWNE,11,32S,66W,6,37.278101,-104.746176,7530,522502,4125754,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7420,71,150-160,60-70,1,2
Point (512974 4112928.00000000186264515),57259,7107422,05-071-07422,PIONEER NATURAL RESOURCES USA INC,31-23 LOOKOUT POINT,LO_XX,07107422&TYPE=WELL,260292,WELL,PR,10084,31-23,LOOKOUT POINT,70830,515,N,1690,E,NWNE,23,33S,67W,6,37.162672,-104.853869,7490,512974,4112928,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7422,71,160-170,60-70,1,2
Point (522349 4119048),57262,7107453,05-071-07453,PIONEER NATURAL RESOURCES USA INC,32-35 GINETTA,LO_XX,07107453&TYPE=WELL,260556,WELL,PR,10084,32-35,GINETTA,70830,1570,N,2232,E,SWNE,35,32S,66W,6,37.217662,-104.748106,7145,522349,4119048,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7453,71,190-200,60-70,1,2
Point (523400 4105248),57263,7107455,05-071-07455,PIONEER NATURAL RESOURCES USA INC,14-12 WD HILL RANCH DEEP,LO_XX,07107455&TYPE=WELL,260558,WELL,IJ,10084,14-12 WD,HILL RANCH DEEP,70830,488,S,919,W,SWSW,12,34S,66W,6,37.093234,-104.736685,7055,523400,4105248,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7455,71,140-150,60-70,2,2
Point (519295.00000000093132257 4109527),57264,7107463,05-071-07463,PIONEER NATURAL RESOURCES USA INC,31-33 PHANTOM,LO_XX,07107463&TYPE=WELL,260590,WELL,PR,10084,31-33,PHANTOM,70830,1101,N,2015,E,NWNE,33,33S,66W,6,37.131901,-104.782767,6873,519295,4109527,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7463,71,160-170,70-80,1,1
Point (530911 4110665.99999999813735485),57265,7107461,05-071-07461,PIONEER NATURAL RESOURCES USA INC,43-27 FAULT ZONE,LO_XX,07107461&TYPE=WELL,260592,WELL,PR,10084,43-27,FAULT ZONE,70830,2230,S,730,E,NESE,27,33S,65W,6,37.141854,-104.651943,6538,530911,4110666,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7461,71,140-150,80-90,2,1
Point (512889.00000000093132257 4114480),57271,7108681,05-071-08681,PIONEER NATURAL RESOURCES USA INC,31-14 TR DAYTONA,LO_XX,07108681&TYPE=WELL,282637,WELL,PR,10084,31-14 TR,DAYTONA,70830,0,,0,,NWNE,14,33S,67W,6,37.17666,-104.8548,7593,512889,4114480,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8681,71,160-170,50-60,1,3
Point (531394 4112994.00000000186264515),57273,7108702,05-071-08702,PIONEER NATURAL RESOURCES USA INC,11-23 ZED,LO_XX,07108702&TYPE=WELL,282944,WELL,PR,10084,11-23,ZED,70830,0,,0,,NWNW,23,33S,65W,6,37.16283,-104.64641,6554,531394,4112994,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8702,71,140-150,80-90,2,1
Point (509268.00000000093132257 4123318),57274,7108709,05-071-08709,PIONEER NATURAL RESOURCES USA INC,23-16 BRIANNA,LO_XX,07108709&TYPE=WELL,283194,WELL,PR,10084,23-16,BRIANNA,70830,0,,0,,NESW,16,32S,67W,6,37.25637,-104.89549,7855,509268,4123318,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8709,71,140-150,40-50,2,4
Point (524340.00000000093132257 4130038),57275,7108715,05-071-08715,PIONEER NATURAL RESOURCES USA INC,42-25 OSBORN,LO_XX,07108715&TYPE=WELL,283269,WELL,PR,10084,42-25,OSBORN,70830,0,,0,,SENE,25,31S,66W,6,37.316671,-104.725295,6977,524340,4130038,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8715,71,120-130,60-70,2,2
Point (525029 4111342.00000000186264515),57276,7108724,05-071-08724,PIONEER NATURAL RESOURCES USA INC,11-30 JULIE,LO_XX,07108724&TYPE=WELL,283644,WELL,PR,10084,11-30,JULIE,70830,0,,0,,NWNW,30,33S,65W,6,37.14813,-104.71815,6785,525029,4111342,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8724,71,160-170,80-90,1,1
Point (530315 4103671),57277,7108735,05-071-08735,PIONEER NATURAL RESOURCES USA INC,24-15R MAKAYLA,LO_XX,07108735&TYPE=WELL,284012,WELL,PR,10084,24-15R,MAKAYLA,70830,0,,0,,SESW,15,34S,65W,6,37.07882,-104.65894,6939,530315,4103671,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8735,71,120-130,80-90,2,1
Point (522500 4118632),57278,7107868,05-071-07868,PIONEER NATURAL RESOURCES USA INC,33-35 ALPHA,LO_XX,07107868&TYPE=WELL,268179,WELL,PR,10084,33-35,ALPHA,70830,2370,S,1745,E,NWSE,35,32S,66W,6,37.213902,-104.746406,7140,522500,4118632,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7868,71,190-200,60-70,1,2
Point (529696 4098801),57279,7107873,05-071-07873,PIONEER NATURAL RESOURCES USA INC,14-34 ROCK HOPPER,LO_XX,07107873&TYPE=WELL,268254,WELL,PR,10084,14-34,ROCK HOPPER,70830,374,S,381,W,SWSW,34,34S,65W,6,37.034945,-104.666092,7295,529696,4098801,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7873,71,120-130,90-100,2,1
Point (509093 4116126),57280,7107875,05-071-07875,PIONEER NATURAL RESOURCES USA INC,11-9R Petrogulf,LO_XX,07107875&TYPE=WELL,268336,WELL,PR,10084,11-9R,Petrogulf,70830,724,N,1379,W,NENW,9,33S,67W,6,37.191542,-104.89755,7692,509093,4116126,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7875,71,160-170,60-70,1,2
Point (523983 4119715),57287,7107882,05-071-07882,PIONEER NATURAL RESOURCES USA INC,34-25 PALLET RANCH,LO_XX,07107882&TYPE=WELL,268486,WELL,PR,10084,34-25,PALLET RANCH,70830,553,S,2122,E,SWSE,25,32S,66W,6,37.223632,-104.729666,7370,523983,4119715,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7882,71,190-200,50-60,1,3
Point (504024 4096456),57297,7108573,05-071-08573,RED RIVER RANCH HOLDINGS LLC,12-1 R68W RED RIVER RANCH,LO_XX,07108573&TYPE=WELL,280620,WELL,AL,10044,12-1 R68W,RED RIVER RANCH,70830,1863,N,250,W,SWNW,12,35S,68W,6,37.014265,-104.954771,8761,504024,4096456,Planned LatLong,PURGATOIRE RIVER,RED RIVER RANCH HOLDINGS LLC,8573,71,120-130,50-60,2,3
Point (498283 4094333),57298,7108618,05-071-08618,RED RIVER RANCH HOLDINGS LLC,17-4 R68W RRR,LO_XX,07108618&TYPE=WELL,281374,WELL,PR,10044,17-4 R68W,RRR,70830,0,,0,,NESW,17,35S,68W,6,36.99514,-105.0193,9182,498283,4094333,ACTUAL LatLong,PURGATOIRE RIVER,RED RIVER RANCH HOLDINGS LLC,8618,71,110-120,50-60,3,3
Point (507231 4112978.0000000037252903),57300,7108599,05-071-08599,XTO ENERGY INC,20-4 GOLDEN EAGLE,LO_XX,07108599&TYPE=WELL,280920,WELL,PR,100264,20-4,GOLDEN EAGLE,70830,702,N,487,W,NWNW,20,33S,67W,6,37.163182,-104.918551,7697,507231,4112978,Planned Footage,PURGATOIRE RIVER,XTO ENERGY INC,8599,71,150-160,70-80,1,1
Point (516080.00000000093132257 4124576),57315,7109150,05-071-09150,PIONEER NATURAL RESOURCES USA INC,34-7 TR CORDILLERA,LO_XX,07109150&TYPE=WELL,288796,WELL,PR,10084,34-7 TR,CORDILLERA,70830,0,,0,,SWSE,7,32S,66W,6,37.26762,-104.81864,8318,516080,4124576,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9150,71,150-160,50-60,1,3
Point (512646.00000000093132257 4104013),57316,7109161,05-071-09161,PIONEER NATURAL RESOURCES USA INC,11-14-34-67 LORENCITO,LO_XX,07109161&TYPE=WELL,288882,WELL,PR,10084,11-14-34-67,LORENCITO,70830,0,,0,,NESW,14,34S,67W,6,37.08231,-104.85772,8038,512646,4104013,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9161,71,130-140,60-70,2,2
Point (500703 4118675.00000000186264515),57318,7109169,05-071-09169,PIONEER NATURAL RESOURCES USA INC,12-34 KENNEDY,LO_XX,07109169&TYPE=WELL,289013,WELL,XX,10084,12-34,KENNEDY,70830,2539,N,185,W,SWNW,34,32S,68W,6,37.21456,-104.99208,8129,500703,4118675,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9169,71,140-150,50-60,2,3
Point (525184.00000000093132257 4128610.00000000186264515),57319,7109168,05-071-09168,PIONEER NATURAL RESOURCES USA INC,22-31 PISOLE,LO_XX,07109168&TYPE=WELL,289014,WELL,PR,10084,22-31,PISOLE,70830,0,,0,,SENW,31,31S,65W,6,37.30378,-104.71582,7309,525184,4128610,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9168,71,130-140,60-70,2,2
Point (505258.00000000093132257 4122647.0000000037252903),57320,7109165,05-071-09165,PIONEER NATURAL RESOURCES USA INC,41-24 TRIPLE CROWN,LO_XX,07109165&TYPE=WELL,289017,WELL,PR,10084,41-24,TRIPLE CROWN,70830,0,,0,,NENE,24,32S,68W,6,37.25035,-104.94071,8144,505258,4122647,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9165,71,140-150,40-50,2,4
Point (506751.00000000186264515 4116587.00000000186264515),57322,7109211,05-071-09211,PIONEER NATURAL RESOURCES USA INC,44-6R Valdez,LO_XX,07109211&TYPE=WELL,289668,WELL,XX,10084,44-6R,Valdez,70830,914,S,1076,E,SESE,6,33S,67W,6,37.19572,-104.92393,7833,506751,4116587,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9211,71,150-160,60-70,1,2
Point (531830.00000000093132257 4099392),57345,7108752,05-071-08752,PIONEER NATURAL RESOURCES USA INC,23-35 JEANNIE BIRD,LO_XX,07108752&TYPE=WELL,284259,WELL,PR,10084,23-35,JEANNIE BIRD,70830,0,,0,,NESW,35,34S,65W,6,37.0402,-104.642073,7048,531830,4099392,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8752,71,120-130,90-100,2,1
Point (527169 4113299.00000000186264515),57346,7108767,05-071-08767,PIONEER NATURAL RESOURCES USA INC,34-17 MARK J,LO_XX,07108767&TYPE=WELL,284293,WELL,PR,10084,34-17,MARK J,70830,0,,0,,SWSE,17,33S,65W,6,37.16571,-104.69398,6755,527169,4113299,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8767,71,160-170,80-90,1,1
Point (517252.00000000093132257 4115388.00000000186264515),57347,7107881,05-071-07881,PIONEER NATURAL RESOURCES USA INC,23-8 MOLSON,LO_XX,07107881&TYPE=WELL,268485,WELL,PR,10084,23-8,MOLSON,70830,2246,S,1841,W,NESW,8,33S,66W,6,37.184772,-104.805638,7196,517252,4115388,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7881,71,170-180,60-70,1,2
Point (518978.00000000093132257 4110031.00000000186264515),57350,7107906,05-071-07906,PIONEER NATURAL RESOURCES USA INC,24-28 TR DIANE,LO_XX,07107906&TYPE=WELL,269287,WELL,PR,10084,24-28 TR,DIANE,70830,547,S,2280,W,SESW,28,33S,66W,6,37.136453,-104.786327,7040,518978,4110031,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7906,71,160-170,70-80,1,1
Point (511608.00000000093132257 4116473),57351,7107910,05-071-07910,PIONEER NATURAL RESOURCES USA INC,44-3 TR SCAMPER,LO_XX,07107910&TYPE=WELL,269319,WELL,PR,10084,44-3 TR,SCAMPER,70830,467,S,912,E,SESE,3,33S,67W,6,37.194642,-104.8692,7622,511608,4116473,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7910,71,160-170,50-60,1,3
Point (513286 4110986),57352,7107470,05-071-07470,PIONEER NATURAL RESOURCES USA INC,42-26 STAGE COACH,LO_XX,07107470&TYPE=WELL,260717,WELL,PR,10084,42-26,STAGE COACH,70830,1633,N,773,E,SENE,26,33S,67W,6,37.145163,-104.850389,7150,513286,4110986,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7470,71,160-170,60-70,1,2
Point (518006.00000000093132257 4111184.00000000186264515),57353,7107489,05-071-07489,PIONEER NATURAL RESOURCES USA INC,41-29 PARSONS,LO_XX,07107489&TYPE=WELL,260983,WELL,PR,10084,41-29,PARSONS,70830,1033,N,941,E,NENE,29,33S,66W,6,37.146863,-104.797237,7120,518006,4111184,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7489,71,160-170,70-80,1,1
Point (524118.00000000093132257 4101340.00000000186264515),57354,7107491,05-071-07491,PIONEER NATURAL RESOURCES USA INC,32-25 CONEY,LO_XX,07107491&TYPE=WELL,260985,WELL,PR,10084,32-25,CONEY,70830,1777,N,2138,E,SWNE,25,34S,66W,6,37.057995,-104.728734,7725,524118,4101340,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7491,71,130-140,50-60,2,3
